A,B,C,D
850.4548,842.2299,745.1761,865.2596
852.0998,842.2299,745.1761,866.9047
852.0998,789.5906,692.5367,863.6147
863.6147,789.5906,745.1761,866.9047
865.2596,684.3118,639.8973,880.0645
860.3247,736.9512,692.5367,878.4195
858.6797,789.5906,745.1761,880.0645
850.4548,789.5906,745.1761,871.8396
855.3898,842.2299,745.1761,873.4846
861.9697,789.5906,745.1761,873.4846
861.9697,894.8693,850.4548,878.4195
865.2596,894.8693,850.4548,878.4195
866.9047,894.8693,850.4548,880.0645
853.7448,789.5906,692.5367,871.8396
852.0998,789.5906,745.1761,852.0998
853.7448,789.5906,745.1761,868.5496
861.9697,684.3118,639.8973,865.2596
855.3898,894.8693,903.0942,858.6797
863.6147,789.5906,745.1761,871.8396
860.3247,1000.148,955.7336,860.3247
861.9697,894.8693,745.1761,863.6147
880.0645,894.8693,745.1761,873.4846
868.5496,894.8693,745.1761,868.5496
843.8749,894.8693,745.1761,883.3544
860.3247,947.5087,850.4548,881.7095
857.0347,736.9512,639.8973,884.9995
863.6147,842.2299,745.1761,876.7745
871.8396,894.8693,797.8155,855.3898
845.5199,894.8693,745.1761,857.0347
845.5199,1000.148,903.0942,863.6147
842.2299,789.5906,692.5367,866.9047
837.295,842.2299,692.5367,868.5496
847.1649,736.9512,587.258,873.4846
847.1649,736.9512,587.258,860.3247
860.3247,684.3118,587.258,863.6147
853.7448,842.2299,797.8155,847.1649
845.5199,736.9512,587.258,870.1946
845.5199,894.8693,745.1761,858.6797
847.1649,789.5906,639.8973,860.3247
843.8749,789.5906,639.8973,860.3247
843.8749,894.8693,797.8155,855.3898
840.585,947.5087,850.4548,861.9697
834.005,947.5087,850.4548,852.0998
847.1649,789.5906,692.5367,858.6797
842.2299,842.2299,797.8155,863.6147
838.94,842.2299,745.1761,858.6797
840.585,769.8508,699.1166,858.6797
843.8749,763.2709,712.2765,865.2596
840.585,783.0106,732.0162,850.4548
845.5199,815.9103,725.4363,852.0998
852.0998,802.7504,764.9158,855.3898
840.585,934.3488,843.8749,852.0998
843.8749,822.4902,758.3359,863.6147
832.36,921.189,857.0347,850.4548
832.36,934.3488,817.5552,861.9697
850.4548,848.8099,745.1761,863.6147
838.94,888.2894,771.4958,861.9697
843.8749,829.0701,725.4363,863.6147
848.8099,829.0701,712.2765,863.6147
860.3247,677.7319,593.8379,873.4846
852.0998,789.5906,751.756,870.1946
848.8099,763.2709,712.2765,863.6147
834.005,921.189,870.1946,857.0347
838.94,1026.468,870.1946,848.8099
843.8749,973.8284,817.5552,850.4548
847.1649,1026.468,817.5552,857.0347
840.585,921.189,712.2765,858.6797
843.8749,973.8284,764.9158,863.6147
847.1649,921.189,712.2765,855.3898
852.0998,921.189,764.9158,865.2596
860.3247,815.9103,606.9977,861.9697
852.0998,868.5496,712.2765,857.0347
843.8749,868.5496,764.9158,863.6147
824.1351,921.189,817.5552,855.3898
842.2299,973.8284,870.1946,865.2596
840.585,868.5496,712.2765,858.6797
848.8099,921.189,817.5552,861.9697
853.7448,868.5496,764.9158,870.1946
850.4548,868.5496,817.5552,876.7745
857.0347,815.9103,764.9158,875.1295
855.3898,815.9103,764.9158,871.8396
853.7448,815.9103,764.9158,873.4846
847.1649,815.9103,712.2765,868.5496
858.6797,815.9103,764.9158,873.4846
860.3247,921.189,870.1946,858.6797
845.5199,815.9103,712.2765,861.9697
843.8749,815.9103,712.2765,866.9047
857.0347,921.189,817.5552,873.4846
838.94,815.9103,659.6371,865.2596
853.7448,710.6315,606.9977,871.8396
850.4548,921.189,817.5552,850.4548
847.1649,815.9103,659.6371,865.2596
858.6797,973.8284,922.834,870.1946
853.7448,973.8284,870.1946,858.6797
855.3898,921.189,764.9158,866.9047
853.7448,710.6315,554.3584,861.9697
853.7448,710.6315,554.3584,871.8396
858.6797,710.6315,554.3584,873.4846
855.3898,710.6315,554.3584,878.4195
852.0998,605.3528,449.0796,886.6444
857.0347,763.2709,659.6371,865.2596
848.8099,710.6315,554.3584,863.6147
842.2299,921.189,764.9158,858.6797
847.1649,921.189,764.9158,863.6147
847.1649,763.2709,659.6371,865.2596
848.8099,868.5496,764.9158,868.5496
853.7448,815.9103,764.9158,865.2596
858.6797,763.2709,764.9158,866.9047
857.0347,605.3528,659.6371,868.5496
857.0347,815.9103,870.1946,865.2596
861.9697,889.9344,840.585,858.6797
842.2299,942.5737,893.2243,870.1946
845.5199,942.5737,893.2243,865.2596
865.2596,784.6556,735.3062,873.4846
858.6797,837.295,840.585,873.4846
857.0347,784.6556,735.3062,876.7745
866.9047,784.6556,787.9456,876.7745
860.3247,679.3769,630.0275,860.3247
848.8099,784.6556,735.3062,866.9047
855.3898,784.6556,735.3062,866.9047
863.6147,837.295,840.585,875.1295
857.0347,837.295,840.585,868.5496
857.0347,784.6556,787.9456,863.6147
848.8099,889.9344,893.2243,863.6147
842.2299,837.295,787.9456,865.2596
857.0347,837.295,787.9456,870.1946
855.3898,837.295,735.3062,871.8396
855.3898,889.9344,787.9456,866.9047
850.4548,837.295,682.6669,868.5496
855.3898,837.295,787.9456,871.8396
845.5199,889.9344,787.9456,858.6797
845.5199,837.295,787.9456,871.8396
855.3898,995.2131,893.2243,868.5496
847.1649,889.9344,735.3062,863.6147
842.2299,995.2131,840.585,863.6147
843.8749,995.2131,787.9456,855.3898
852.0998,1047.853,840.585,855.3898
850.4548,837.295,577.3881,865.2596
845.5199,837.295,630.0275,870.1946
847.1649,837.295,630.0275,870.1946
852.0998,732.0162,577.3881,876.7745
857.0347,837.295,735.3062,850.4548
855.3898,837.295,735.3062,863.6147
847.1649,889.9344,840.585,861.9697
852.0998,942.5737,893.2243,850.4548
852.0998,942.5737,840.585,860.3247
847.1649,784.6556,735.3062,868.5496
857.0347,942.5737,893.2243,870.1946
860.3247,784.6556,682.6669,868.5496
861.9697,784.6556,735.3062,873.4846
863.6147,732.0162,630.0275,873.4846
855.3898,837.295,735.3062,861.9697
853.7448,732.0162,682.6669,863.6147
855.3898,837.295,840.585,860.3247
870.1946,889.9344,945.8637,866.9047
875.1295,889.9344,893.2243,871.8396
840.585,837.295,787.9456,855.3898
848.8099,837.295,787.9456,855.3898
865.2596,889.9344,787.9456,884.9995
871.8396,679.3769,682.6669,894.8693
891.5793,679.3769,577.3881,898.1592
880.0645,574.0981,366.8306,884.9995
860.3247,679.3769,472.1093,871.8396
870.1946,679.3769,472.1093,881.7095
868.5496,889.9344,682.6669,871.8396
863.6147,784.6556,577.3881,883.3544
876.7745,784.6556,577.3881,888.2894
881.7095,889.9344,577.3881,881.7095
878.4195,784.6556,472.1093,876.7745
873.4846,784.6556,472.1093,876.7745
876.7745,679.3769,472.1093,878.4195
880.0645,889.9344,787.9456,881.7095
878.4195,784.6556,682.6669,891.5793
858.6797,995.2131,893.2243,883.3544
853.7448,889.9344,682.6669,868.5496
863.6147,880.0645,787.9456,878.4195
866.9047,861.9697,840.585,871.8396
878.4195,628.3825,630.0275,884.9995
863.6147,830.7151,893.2243,883.3544
860.3247,796.1705,787.9456,884.9995
870.1946,926.124,893.2243,873.4846
871.8396,960.6685,893.2243,863.6147
871.8396,748.4661,682.6669,884.9995
860.3247,853.7448,787.9456,878.4195
863.6147,924.4789,840.585,873.4846
870.1946,791.2355,787.9456,863.6147
881.7095,801.1054,840.585,878.4195
855.3898,774.7858,735.3062,866.9047
847.1649,740.2411,735.3062,873.4846
843.8749,959.0236,840.585,858.6797
842.2299,975.4733,840.585,868.5496
850.4548,870.1946,735.3062,873.4846
860.3247,870.1946,735.3062,860.3247
853.7448,870.1946,735.3062,863.6147
871.8396,764.9158,630.0275,865.2596
873.4846,712.2765,577.3881,881.7095
847.1649,817.5552,735.3062,876.7745
855.3898,817.5552,682.6669,870.1946
845.5199,922.834,787.9456,860.3247
857.0347,975.4733,787.9456,868.5496
865.2596,817.5552,682.6669,873.4846
853.7448,922.834,787.9456,861.9697
865.2596,870.1946,787.9456,871.8396
860.3247,817.5552,787.9456,863.6147
855.3898,817.5552,787.9456,881.7095
845.5199,764.9158,682.6669,876.7745
838.94,922.834,893.2243,863.6147
843.8749,870.1946,840.585,853.7448
847.1649,870.1946,840.585,853.7448
858.6797,764.9158,787.9456,870.1946
855.3898,817.5552,787.9456,866.9047
860.3247,764.9158,735.3062,873.4846
868.5496,817.5552,840.585,873.4846
858.6797,659.6371,630.0275,876.7745
853.7448,659.6371,630.0275,873.4846
857.0347,817.5552,787.9456,871.8396
863.6147,817.5552,787.9456,870.1946
847.1649,922.834,893.2243,875.1295
840.585,870.1946,735.3062,875.1295
848.8099,764.9158,630.0275,881.7095
843.8749,817.5552,735.3062,875.1295
852.0998,817.5552,735.3062,863.6147
858.6797,817.5552,735.3062,863.6147
861.9697,712.2765,682.6669,858.6797
853.7448,870.1946,787.9456,857.0347
853.7448,817.5552,682.6669,855.3898
837.295,922.834,840.585,865.2596
837.295,1028.113,893.2243,857.0347
845.5199,764.9158,630.0275,870.1946
842.2299,817.5552,735.3062,860.3247
850.4548,817.5552,735.3062,850.4548
842.2299,764.9158,630.0275,855.3898
827.4251,659.6371,524.7487,838.94
796.1705,764.9158,682.6669,824.1351
786.3006,764.9158,682.6669,810.9753
771.4958,975.4733,893.2243,799.4604
768.2058,922.834,735.3062,779.7207
743.5311,870.1946,682.6669,758.3359
733.6613,870.1946,682.6669,736.9512
720.5014,852.0998,700.7616,717.2114
704.0516,812.6203,674.442,713.9214
715.5665,779.7207,674.442,727.0813
697.4717,858.6797,674.442,710.6315
690.8917,852.0998,674.442,715.5665
713.9214,970.5384,806.0403,723.7913
733.6613,990.2781,806.0403,758.3359
746.8211,891.5793,753.401,771.4958
773.1407,950.7986,806.0403,778.0757
791.2355,917.899,779.7207,806.0403
804.3954,884.9995,753.401,812.6203
817.5552,806.0403,648.1223,838.94
842.2299,911.3191,806.0403,845.5199
847.1649,917.899,779.7207,842.2299
865.2596,957.3785,832.36,865.2596
863.6147,898.1592,779.7207,888.2894
871.8396,977.1183,858.6797,883.3544
875.1295,977.1183,753.401,893.2243
886.6444,1029.758,806.0403,893.2243
894.8693,924.4789,648.1223,903.0942
894.8693,924.4789,700.7616,917.899
894.8693,1082.397,858.6797,903.0942
888.2894,1029.758,858.6797,911.3191
884.9995,1187.676,963.9585,901.4492
884.9995,977.1183,753.401,914.6091
883.3544,1029.758,858.6797,914.6091
901.4492,977.1183,753.401,916.254
899.8043,977.1183,806.0403,909.6741
901.4492,819.2002,700.7616,908.0292
899.8043,819.2002,700.7616,911.3191
884.9995,871.8396,700.7616,888.2894
881.7095,871.8396,753.401,906.3842
893.2243,924.4789,753.401,901.4492
891.5793,924.4789,858.6797,896.5143
886.6444,819.2002,753.401,896.5143
880.0645,1029.758,963.9585,899.8043
886.6444,924.4789,858.6797,903.0942
893.2243,819.2002,858.6797,904.7392
888.2894,924.4789,963.9585,908.0292
876.7745,819.2002,858.6797,904.7392
881.7095,924.4789,963.9585,903.0942
873.4846,713.9214,753.401,899.8043
866.9047,819.2002,858.6797,901.4492
876.7745,819.2002,858.6797,896.5143
883.3544,924.4789,963.9585,889.9344
871.8396,924.4789,858.6797,883.3544
868.5496,819.2002,753.401,896.5143
866.9047,819.2002,753.401,889.9344
871.8396,819.2002,753.401,894.8693
875.1295,1029.758,858.6797,884.9995
871.8396,924.4789,753.401,884.9995
866.9047,977.1183,858.6797,894.8693
863.6147,977.1183,858.6797,875.1295
881.7095,977.1183,858.6797,881.7095
881.7095,924.4789,753.401,880.0645
871.8396,713.9214,542.8435,906.3842
861.9697,977.1183,963.9585,894.8693
860.3247,871.8396,753.401,894.8693
858.6797,924.4789,753.401,889.9344
866.9047,924.4789,753.401,878.4195
873.4846,924.4789,753.401,886.6444
855.3898,1029.758,858.6797,868.5496
863.6147,1029.758,858.6797,881.7095
855.3898,819.2002,648.1223,876.7745
861.9697,924.4789,753.401,880.0645
866.9047,819.2002,858.6797,880.0645
865.2596,766.5609,753.401,883.3544
876.7745,713.9214,753.401,889.9344
868.5496,924.4789,858.6797,881.7095
865.2596,924.4789,858.6797,873.4846
860.3247,1082.397,963.9585,868.5496
865.2596,977.1183,858.6797,876.7745
858.6797,871.8396,753.401,880.0645
863.6147,977.1183,858.6797,893.2243
847.1649,819.2002,648.1223,875.1295
853.7448,924.4789,753.401,870.1946
868.5496,819.2002,648.1223,875.1295
855.3898,871.8396,753.401,871.8396
857.0347,871.8396,753.401,878.4195
861.9697,871.8396,753.401,881.7095
858.6797,977.1183,858.6797,876.7745
857.0347,1029.758,880.0645,863.6147
863.6147,1082.397,909.6741,865.2596
870.1946,871.8396,662.9271,871.8396
863.6147,924.4789,827.4251,865.2596
873.4846,845.5199,669.507,873.4846
870.1946,845.5199,748.4661,883.3544
860.3247,871.8396,756.691,878.4195
860.3247,871.8396,718.8564,876.7745
868.5496,845.5199,730.3713,871.8396
866.9047,871.8396,743.5311,865.2596
853.7448,871.8396,732.0162,870.1946
866.9047,845.5199,707.3416,880.0645
845.5199,792.8806,710.6315,870.1946
842.2299,950.7986,814.2653,857.0347
840.585,871.8396,713.9214,857.0347
845.5199,898.1592,759.9809,850.4548
852.0998,1003.438,812.6203,855.3898
855.3898,845.5199,654.7021,866.9047
860.3247,845.5199,707.3416,865.2596
847.1649,845.5199,654.7021,865.2596
860.3247,792.8806,602.0628,871.8396
863.6147,740.2411,602.0628,876.7745
852.0998,950.7986,812.6203,868.5496
853.7448,845.5199,654.7021,873.4846
848.8099,1108.717,1023.178,857.0347
855.3898,1003.438,759.9809,863.6147
852.0998,950.7986,707.3416,850.4548
857.0347,950.7986,707.3416,835.65
858.6797,845.5199,654.7021,845.5199
865.2596,845.5199,707.3416,834.005
850.4548,792.8806,707.3416,842.2299
838.94,792.8806,707.3416,860.3247
837.295,845.5199,759.9809,848.8099
838.94,898.1592,865.2596,845.5199
850.4548,950.7986,865.2596,855.3898
855.3898,845.5199,812.6203,863.6147
861.9697,845.5199,812.6203,873.4846
871.8396,792.8806,707.3416,875.1295
861.9697,792.8806,759.9809,880.0645
850.4548,634.9624,549.4235,880.0645
850.4548,792.8806,759.9809,875.1295
852.0998,792.8806,759.9809,873.4846
852.0998,845.5199,865.2596,876.7745
855.3898,1003.438,970.5384,870.1946
853.7448,740.2411,654.7021,871.8396
866.9047,845.5199,812.6203,871.8396
861.9697,792.8806,759.9809,878.4195
861.9697,792.8806,759.9809,891.5793
868.5496,651.4122,546.1335,883.3544
861.9697,967.2484,651.4122,868.5496
860.3247,967.2484,651.4122,865.2596
863.6147,1072.527,861.9697,865.2596
860.3247,1072.527,756.691,866.9047
865.2596,967.2484,651.4122,880.0645
850.4548,1072.527,651.4122,868.5496
857.0347,967.2484,546.1335,871.8396
857.0347,1072.527,651.4122,871.8396
865.2596,967.2484,546.1335,873.4846
861.9697,967.2484,651.4122,876.7745
848.8099,967.2484,651.4122,863.6147
860.3247,967.2484,756.691,863.6147
873.4846,1072.527,756.691,843.8749
880.0645,756.691,440.8547,865.2596
853.7448,861.9697,651.4122,866.9047
860.3247,861.9697,651.4122,868.5496
866.9047,861.9697,598.7728,871.8396
880.0645,756.691,546.1335,875.1295
873.4846,914.6091,809.3303,868.5496
860.3247,809.3303,598.7728,873.4846
857.0347,1019.888,861.9697,880.0645
848.8099,1019.888,809.3303,870.1946
847.1649,967.2484,704.0516,860.3247
857.0347,967.2484,756.691,860.3247
853.7448,967.2484,704.0516,847.1649
857.0347,914.6091,651.4122,853.7448
863.6147,914.6091,704.0516,873.4846
861.9697,704.0516,440.8547,875.1295
861.9697,861.9697,704.0516,870.1946
866.9047,861.9697,704.0516,868.5496
857.0347,809.3303,704.0516,861.9697
840.585,1019.888,914.6091,865.2596
850.4548,783.0106,631.6724,863.6147
850.4548,861.9697,815.9103,868.5496
860.3247,835.65,809.3303,875.1295
861.9697,835.65,776.4307,875.1295
858.6797,809.3303,743.5311,868.5496
857.0347,756.691,704.0516,880.0645
850.4548,783.0106,704.0516,875.1295
847.1649,756.691,736.9512,866.9047
845.5199,835.65,802.7504,868.5496
848.8099,809.3303,750.111,866.9047
852.0998,888.2894,868.5496,868.5496
853.7448,756.691,664.5721,868.5496
865.2596,861.9697,815.9103,866.9047
861.9697,835.65,783.0106,860.3247
860.3247,888.2894,789.5906,863.6147
855.3898,809.3303,710.6315,865.2596
850.4548,809.3303,815.9103,858.6797
850.4548,809.3303,763.2709,852.0998
845.5199,756.691,710.6315,855.3898
853.7448,756.691,763.2709,863.6147
847.1649,809.3303,763.2709,845.5199
850.4548,809.3303,815.9103,842.2299
843.8749,861.9697,815.9103,829.0701
848.8099,914.6091,815.9103,838.94
852.0998,809.3303,710.6315,845.5199
850.4548,809.3303,710.6315,855.3898
855.3898,809.3303,710.6315,850.4548
863.6147,756.691,657.9921,870.1946
860.3247,598.7728,552.7134,881.7095
842.2299,809.3303,815.9103,863.6147
845.5199,756.691,710.6315,870.1946
840.585,914.6091,868.5496,853.7448
853.7448,967.2484,815.9103,850.4548
860.3247,756.691,631.6724,848.8099
840.585,809.3303,710.6315,861.9697
866.9047,809.3303,710.6315,871.8396
881.7095,809.3303,684.3118,881.7095
860.3247,651.4122,684.3118,870.1946
843.8749,809.3303,684.3118,850.4548
838.94,809.3303,631.6724,858.6797
834.005,861.9697,710.6315,852.0998
840.585,861.9697,710.6315,858.6797
834.005,809.3303,684.3118,852.0998
820.8452,967.2484,789.5906,837.295
829.0701,861.9697,657.9921,847.1649
845.5199,861.9697,684.3118,870.1946
847.1649,651.4122,631.6724,865.2596
843.8749,861.9697,842.2299,858.6797
850.4548,888.2894,684.3118,852.0998
845.5199,1072.527,947.5087,847.1649
847.1649,861.9697,684.3118,866.9047
845.5199,783.0106,631.6724,865.2596
852.0998,888.2894,789.5906,858.6797
858.6797,783.0106,631.6724,868.5496
860.3247,783.0106,631.6724,861.9697
853.7448,783.0106,684.3118,847.1649
852.0998,783.0106,684.3118,863.6147
847.1649,835.65,789.5906,852.0998
843.8749,914.6091,789.5906,857.0347
842.2299,914.6091,789.5906,860.3247
850.4548,914.6091,789.5906,865.2596
860.3247,835.65,736.9512,870.1946
863.6147,809.3303,684.3118,861.9697
866.9047,809.3303,736.9512,863.6147
863.6147,756.691,526.3937,865.2596
858.6797,756.691,526.3937,876.7745
857.0347,809.3303,526.3937,870.1946
865.2596,704.0516,526.3937,873.4846
860.3247,967.2484,842.2299,858.6797
861.9697,809.3303,526.3937,873.4846
858.6797,809.3303,631.6724,870.1946
863.6147,914.6091,736.9512,858.6797
865.2596,809.3303,631.6724,861.9697
852.0998,809.3303,631.6724,861.9697
868.5496,861.9697,736.9512,868.5496
858.6797,756.691,631.6724,870.1946
880.0645,756.691,631.6724,881.7095
866.9047,756.691,736.9512,861.9697
861.9697,809.3303,736.9512,871.8396
876.7745,861.9697,736.9512,871.8396
878.4195,929.4139,769.8508,858.6797
861.9697,746.8211,651.4122,883.3544
861.9697,756.691,618.5126,870.1946
858.6797,755.046,750.111,863.6147
860.3247,852.0998,809.3303,865.2596
865.2596,671.152,631.6724,865.2596
860.3247,809.3303,763.2709,873.4846
860.3247,891.5793,868.5496,870.1946
857.0347,832.36,763.2709,858.6797
863.6147,825.7802,730.3713,876.7745
858.6797,817.5552,756.691,871.8396
850.4548,824.1351,743.5311,875.1295
863.6147,794.5255,717.2114,875.1295
860.3247,792.8806,710.6315,866.9047
866.9047,769.8508,730.3713,875.1295
861.9697,840.585,809.3303,857.0347
861.9697,806.0403,697.4717,857.0347
860.3247,944.2187,855.3898,857.0347
857.0347,950.7986,776.4307,866.9047
866.9047,855.3898,750.111,870.1946
866.9047,835.65,723.7913,871.8396
860.3247,776.4307,697.4717,875.1295
865.2596,792.8806,697.4717,876.7745
861.9697,792.8806,723.7913,873.4846
852.0998,764.9158,671.152,871.8396
853.7448,837.295,723.7913,861.9697
865.2596,866.9047,723.7913,861.9697
880.0645,873.4846,829.0701,871.8396
873.4846,789.5906,776.4307,868.5496
871.8396,657.9921,671.152,870.1946
843.8749,784.6556,723.7913,858.6797
835.65,942.5737,829.0701,860.3247
843.8749,921.189,802.7504,860.3247
848.8099,763.2709,644.8323,873.4846
852.0998,815.9103,750.111,870.1946
855.3898,815.9103,750.111,868.5496
858.6797,657.9921,592.1929,873.4846
848.8099,605.3528,592.1929,870.1946
848.8099,868.5496,908.0292,868.5496
858.6797,657.9921,644.8323,870.1946
843.8749,973.8284,1013.308,871.8396
845.5199,763.2709,697.4717,865.2596
848.8099,763.2709,697.4717,881.7095
835.65,815.9103,750.111,876.7745
840.585,763.2709,750.111,861.9697
855.3898,763.2709,802.7504,870.1946
857.0347,763.2709,750.111,865.2596
850.4548,815.9103,802.7504,870.1946
847.1649,868.5496,802.7504,873.4846
850.4548,921.189,750.111,873.4846
848.8099,921.189,802.7504,868.5496
863.6147,710.6315,539.5535,871.8396
853.7448,657.9921,539.5535,866.9047
843.8749,921.189,750.111,865.2596
855.3898,868.5496,697.4717,866.9047
832.36,1026.468,855.3898,860.3247
832.36,921.189,697.4717,870.1946
837.295,921.189,750.111,857.0347
835.65,921.189,750.111,871.8396
860.3247,763.2709,697.4717,871.8396
857.0347,921.189,908.0292,871.8396
847.1649,657.9921,539.5535,881.7095
860.3247,815.9103,802.7504,880.0645
853.7448,815.9103,750.111,865.2596
852.0998,815.9103,750.111,866.9047
847.1649,868.5496,855.3898,865.2596
861.9697,815.9103,750.111,865.2596
861.9697,763.2709,697.4717,873.4846
850.4548,657.9921,592.1929,865.2596
850.4548,710.6315,697.4717,857.0347
847.1649,552.7134,486.9142,861.9697
843.8749,815.9103,855.3898,865.2596
858.6797,710.6315,697.4717,876.7745
